"DateTime","US Dollars ($)"
"2016-04-25 04:00:00",3706091632
"2016-04-26 04:00:00",3799915723
"2016-04-27 04:00:00",3810366262
"2016-04-28 04:00:00",3853166728
"2016-04-29 04:00:00",3051372468
"2016-04-30 04:00:00",3051372468
"2016-05-01 04:00:00",3051372468
"2016-05-02 04:00:00",3027035300
"2016-05-03 04:00:00",3109241816
"2016-05-04 04:00:00",2785460421
"2016-05-05 04:00:00",2984772282
"2016-05-06 04:00:00",2941017047
"2016-05-07 04:00:00",2941017047
"2016-05-08 04:00:00",2941017047
"2016-05-09 04:00:00",3103040989
"2016-05-10 04:00:00",3066566644
"2016-05-11 04:00:00",2860701631
"2016-05-12 04:00:00",2946637702
"2016-05-13 04:00:00",2605642778
"2016-05-14 04:00:00",2605642778
"2016-05-15 04:00:00",2605642778
"2016-05-16 04:00:00",2758445977
"2016-05-17 04:00:00",2852966090
"2016-05-18 04:00:00",2758615494
"2016-05-19 04:00:00",3062489983
"2016-05-20 04:00:00",3011522898
"2016-05-21 04:00:00",3011522898
"2016-05-22 04:00:00",3011522898
"2016-05-23 04:00:00",3568373684
"2016-05-24 04:00:00",3586377584
"2016-05-25 04:00:00",3351672129
"2016-05-26 04:00:00",3376235871
"2016-05-27 04:00:00",3510713336
"2016-05-28 04:00:00",3510713336
"2016-05-29 04:00:00",3510713336
"2016-05-30 04:00:00",3510713336
"2016-05-31 04:00:00",3365540174
"2016-06-01 04:00:00",1430621839
"2016-06-02 04:00:00",1519330675
"2016-06-03 04:00:00",1513095777
"2016-06-04 04:00:00",1513095777
"2016-06-05 04:00:00",1513095777
"2016-06-06 04:00:00",1690826891
"2016-06-07 04:00:00",1724468607
"2016-06-08 04:00:00",1545238312
"2016-06-09 04:00:00",1584684253
"2016-06-10 04:00:00",1673431349
"2016-06-11 04:00:00",1673431349
"2016-06-12 04:00:00",1673431349
"2016-06-13 04:00:00",1756133527
"2016-06-14 04:00:00",1912650504
"2016-06-15 04:00:00",1761061044
"2016-06-16 04:00:00",1881178219
"2016-06-17 04:00:00",2077988698
"2016-06-18 04:00:00",2077988698
"2016-06-19 04:00:00",2077988698
"2016-06-20 04:00:00",2232265870
"2016-06-21 04:00:00",2680650833
"2016-06-22 04:00:00",2573794309
"2016-06-23 04:00:00",2865993629
"2016-06-24 04:00:00",2925755178
"2016-06-25 04:00:00",2925755178
"2016-06-26 04:00:00",2925755178
"2016-06-27 04:00:00",3090142617
"2016-06-28 04:00:00",3064626709
"2016-06-29 04:00:00",2941248811
"2016-06-30 04:00:00",2729776460
"2016-07-01 04:00:00",2557316460
"2016-07-02 04:00:00",2557316460
"2016-07-03 04:00:00",2557316460
"2016-07-04 04:00:00",2557316460
"2016-07-05 04:00:00",2450004635
